policy_name,note,approve_count,review_count,block_count,approve_rate,review_rate,block_rate,block_precision,block_recall,block_f1,fraud_review_rate,review_fraud_share,false_positive_block_rate,medium_case_count,medium_case_share
score_threshold_block,Binary threshold baseline with no routing and no manual review state.,68405,0,655,0.990515,0.0,0.009485,0.9893129770992366,0.9969230769230769,0.993103448275862,0.0,0.0,0.000102,14181,0.205343
route_without_agent,Original routing but every medium case is held for human review.,54224,14181,655,0.785172,0.205343,0.009485,0.9893129770992366,0.9969230769230769,0.993103448275862,0.001538,7.1e-05,0.000102,14181,0.205343
route_medium_auto_approve,Routing with the medium band auto-approved to show the risk of removing investigation.,68405,0,655,0.990515,0.0,0.009485,0.9893129770992366,0.9969230769230769,0.993103448275862,0.0,0.0,0.000102,14181,0.205343
route_with_medium_agent,Routing with the offline replay of the current investigator logic on medium cases.,61984,6395,681,0.897538,0.092601,0.009861,0.9515418502202643,0.9969230769230769,0.9737039819684448,0.001538,0.000156,0.000482,14181,0.205343
